tcin,price,Region,Alcohol Percentage,Wine varietals,rating,taste,quality,value
80350888,19.99,United States,13.7,Cabernet Sauvignon,4.44,3.5,3.5,2.83
14775929,13.99,Mendoza,13.0,Malbec,5.0,0.0,0.0,0.0
47982212,20.99,California,14.1,Pinot Noir,5.0,0.0,0.0,0.0
53205434,21.99,"Paso Robles, California",13.8,Cabernet Sauvignon,4.0,4.0,4.0,5.0
47130596,13.99,California,14.2,Cabernet Sauvignon,4.71,5.0,5.0,4.0
14766411,20.99,"Sonoma, California",13.9,Red Blend,4.0,0.0,0.0,0.0
14767103,9.99,"Lodi, California",14.5,Zinfandel,4.48,5.0,5.0,5.0
47133491,59.99,"Napa Valley, California",14.1,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47136009,15.99,"Monterey, California",13.5,Pinot Noir,4.9,0.0,0.0,0.0
53225513,14.99,Oregon,14.1,Pinot Noir,4.53,4.33,4.47,4.86
81582206,54.99,"Paso Robles, California",15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47129525,15.99,California,13.5,Cabernet Sauvignon,5.0,4.9,5.0,4.9
47129488,21.99,Piedmont,7.0,Brachetto D'Acqui,4.72,5.0,5.0,4.8
51773444,19.99,Oregon,13.6,Pinot Noir,4.24,0.0,0.0,0.0
53194689,14.99,California,13.9,Pinot Noir,4.6,0.0,0.0,0.0
17295369,16.99,"Monterey, California",13.5,Pinot Noir,5.0,0.0,0.0,0.0
81785847,14.99,California,14.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47533026,19.99,"Sonoma, California",13.9,Cabernet Sauvignon,5.0,5.0,5.0,5.0
14767737,10.99,"Columbia Valley, Washington",14.5,Merlot,4.67,0.0,0.0,0.0
51752530,24.99,Italy,14.0,Sangiovese,4.54,0.0,0.0,0.0
47134051,22.99,Mendoza,13.5,Malbec,5.0,0.0,0.0,0.0
81581838,12.99,Portugal,13.5,Red Blend,4.4,0.0,0.0,0.0
14767399,13.99,California,13.8,Malbec,5.0,5.0,5.0,5.0
54232798,19.99,California,14.8,Pinot Noir,4.66,0.0,0.0,0.0
13359261,20.99,California,13.5,Cabernet Sauvignon,4.11,4.0,4.0,3.67
47134378,13.99,Washington,13.5,Merlot,4.33,3.0,3.0,3.0
51770745,21.99,"Columbia Valley, Washington",14.5,Cabernet Sauvignon,4.78,0.0,0.0,0.0
47134265,29.99,"Napa Valley, California",13.7,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47130594,31.99,California,13.7,Cabernet Sauvignon,5.0,5.0,5.0,5.0
54250371,51.99,"Paso Robles, California",15.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
51752265,12.99,California,13.9,Pinot Noir,5.0,5.0,5.0,5.0
15207194,14.99,California,13.5,Red Blend,4.5,5.0,5.0,5.0
13354834,29.99,"Napa Valley, California",14.7,Cabernet Sauvignon,5.0,0.0,0.0,0.0
52356360,13.99,Australia,14.0,Cabernet Sauvignon,4.2,5.0,5.0,5.0
52119096,9.99,Australia,13.5,Red Blend,4.4,0.0,0.0,0.0
13308497,19.99,"Sonoma, California",13.2,Cabernet Sauvignon,4.33,5.0,5.0,5.0
14778675,9.99,Mendoza,14.0,Malbec,4.44,0.0,0.0,0.0
81593986,15.99,"Central Coast, California",14.0,Pinot Noir,4.8,5.0,5.0,5.0
13307839,14.99,California,13.5,Merlot,4.5,5.0,5.0,5.0
47131165,14.99,Oregon,13.0,Pinot Noir,4.59,4.54,4.54,4.69
81581735,22.99,California,17.1,Cabernet Sauvignon,5.0,0.0,0.0,0.0
81826938,26.99,"Willamette Valley, Oregon",14.0,Pinot Noir,5.0,0.0,0.0,0.0
53918506,24.99,California,15.0,Red Blend,4.43,3.67,4.0,4.0
13308495,9.99,California,13.5,Pinot Noir,4.0,3.8,3.5,4.25
51759521,20.99,California,14.2,Red Blend,4.5,0.0,0.0,0.0
79319100,15.99,France,13.0,Pinot Noir,4.6,0.0,0.0,0.0
47134876,19.99,Mendoza,14.3,Malbec,5.0,5.0,5.0,5.0
81783098,9.99,United States,11.5,Red Blend,4.86,5.0,5.0,5.0
17125401,19.99,California,13.6,Pinot Noir,4.5,0.0,0.0,0.0
49098480,52.99,"Santa Maria Valley, California",14.8,Pinot Noir,5.0,0.0,0.0,0.0
52525510,29.99,California,16.0,Red Blend,5.0,5.0,5.0,5.0
14777303,13.99,California,13.5,Pinot Noir,4.5,5.0,5.0,5.0
81656328,11.99,California,9.0,Cabernet Sauvignon,4.75,4.5,5.0,5.0
86540925,18.99,United States,15.0,Red Blend,5.0,5.0,5.0,5.0
53195304,21.99,East Coast United States,14.5,Red Blend,4.71,1.0,1.0,1.0
47133010,13.99,East Coast United States,13.9,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47134836,15.99,Marlborough,13.5,Pinot Noir,5.0,5.0,5.0,5.0
47133028,12.99,"Horse Heaven Hills, Washington",14.5,Cabernet Sauvignon,5.0,5.0,5.0,5.0
14901159,10.99,California,12.0,Cabernet Sauvignon,3.85,3.5,3.5,4.0
47134671,16.99,"Lodi, California",14.5,Zinfandel,4.0,5.0,5.0,5.0
51751207,21.99,California,14.1,Cabernet Sauvignon,4.67,5.0,5.0,5.0
47134081,9.99,South Africa,12.5,Syrah/Shiraz,4.11,5.0,5.0,5.0
13358996,10.99,Mendoza,14.5,Malbec,4.8,5.0,5.0,5.0
47133191,10.99,"Monterey, California",11.0,Red Blend,4.57,5.0,5.0,4.67
54232788,11.99,"Central Coast, California",14.0,Red Blend,4.75,5.0,5.0,5.0
81593988,15.99,California,13.5,Cabernet Sauvignon,4.75,0.0,0.0,0.0
81642240,11.99,California,14.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
81594010,12.99,California,14.0,Cabernet Sauvignon,4.5,0.0,0.0,0.0
14779394,7.99,Chianti,12.5,Red Blend,4.83,5.0,5.0,5.0
47132875,7.99,Great Lakes,13.0,Red Blend,5.0,5.0,5.0,5.0
47218540,24.99,"Alexander Valley, California",11.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
16416174,10.99,Italy,13.0,Sangiovese,4.42,5.0,5.0,5.0
47129512,8.99,East Coast United States,12.0,Muscadine,5.0,5.0,5.0,5.0
14775917,10.99,Chile,13.0,Carmenere,4.44,5.0,5.0,5.0
53586398,16.99,United States,14.5,Red Blend,5.0,0.0,0.0,0.0
47129511,8.99,East Coast United States,12.0,Muscadine,5.0,5.0,5.0,5.0
13403805,18.99,California,13.5,Red Blend,4.36,0.0,0.0,0.0
79330718,14.99,California,14.5,Cabernet Sauvignon,4.67,0.0,0.0,0.0
83442024,39.99,"Russian River Valley, California",14.5,Pinot Noir,0.0,0.0,0.0,0.0
14777323,9.99,Mendoza,13.0,Red Blend,4.71,0.0,0.0,0.0
50395408,14.99,California,14.5,Red Blend,4.92,5.0,5.0,5.0
13403722,21.99,California,13.5,Cabernet Sauvignon,4.33,0.0,0.0,0.0
14913780,11.99,"Lodi, California",14.5,Cabernet Sauvignon,5.0,5.0,5.0,5.0
53844060,14.99,California,14.5,Red Blend,5.0,5.0,5.0,5.0
51759024,20.99,"Sonoma, California",13.9,Merlot,3.0,4.0,4.0,3.5
47134071,8.99,East Coast United States,10.5,Muscadine,5.0,5.0,5.0,5.0
54191619,13.99,California,14.0,Pinot Noir,0.0,0.0,0.0,0.0
80227138,15.99,California,13.5,Pinot Noir,5.0,0.0,0.0,0.0
51771209,13.99,California,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
52644059,17.99,Australia,13.5,Red Blend,5.0,0.0,0.0,0.0
83640905,14.99,California,15.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47988395,14.99,California,14.4,Zinfandel,5.0,0.0,0.0,0.0
14895028,11.99,Washington,13.8,Cabernet Sauvignon,5.0,5.0,5.0,5.0
52634203,26.99,"Paso Robles, California",14.8,Cabernet Sauvignon,4.67,4.2,4.4,4.25
47134270,14.99,"Sonoma, California",13.5,Cabernet Sauvignon,5.0,5.0,5.0,4.8
47133186,10.99,United States,11.0,Red Blend,5.0,5.0,5.0,5.0
52643131,49.99,California,15.4,Cabernet Sauvignon,4.86,0.0,0.0,0.0
47129451,6.99,Midwestern United States,11.5,Red Blend,5.0,0.0,0.0,0.0
14767840,12.99,Spain,13.5,Red Blend,5.0,5.0,5.0,5.0
47561268,11.99,"Lodi, California",13.9,Zinfandel,5.0,4.5,4.5,4.0
79182395,13.99,California,14.5,Red Blend,4.43,0.0,0.0,0.0
47133239,7.99,Southwestern United States,12.4,Red Blend,4.06,2.6,3.4,2.8
52117845,17.99,Washington,14.5,Syrah/Shiraz,3.33,3.67,3.67,3.67
13403806,21.99,"Sonoma, California",14.5,Merlot,4.25,0.0,0.0,0.0
54157037,8.99,Great Lakes,11.0,Red Blend,5.0,4.0,4.0,5.0
53817349,11.99,California,13.5,Red Blend,3.33,3.67,3.67,4.0
48326440,19.99,Oregon,13.5,Pinot Noir,0.0,0.0,0.0,0.0
53195248,9.99,"Columbia Valley, Washington",14.5,Red Blend,4.92,0.0,0.0,0.0
47134672,16.99,Mendoza,14.5,Malbec,5.0,0.0,0.0,0.0
47135024,14.99,Italy,13.0,Montepulciano D'Abruzzo,4.2,0.0,0.0,0.0
83695822,21.99,"Sonoma, California",14.5,Red Blend,4.45,0.0,0.0,0.0
47133499,8.99,Southwestern United States,12.5,Red Blend,5.0,0.0,0.0,0.0
51759393,17.99,"Russian River Valley, California",14.5,Pinot Noir,4.33,0.0,0.0,0.0
47130685,5.99,"Columbia Valley, Washington",14.2,Cabernet Sauvignon,4.69,0.0,0.0,0.0
47133221,7.99,Great Lakes,13.9,Red Blend,5.0,0.0,0.0,0.0
81796295,19.99,"Monterey, California",14.0,Pinot Noir,0.0,0.0,0.0,0.0
47132942,18.99,Spain,13.0,Red Blend,5.0,0.0,0.0,0.0
48638086,69.99,California,14.5,Cabernet Sauvignon,4.65,0.0,0.0,0.0
14778690,15.99,"Lodi, California",12.0,Zinfandel,5.0,5.0,5.0,5.0
54300384,25.99,"Alexander Valley, California",15.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
53556474,7.99,Midwestern United States,11.0,Red Blend,0.0,0.0,0.0,0.0
47132279,45.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47132975,8.99,Chile,13.5,Red Blend,4.25,5.0,5.0,5.0
47134280,12.99,"Livermore Valley, California",13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47133229,24.99,"Sonoma, California",14.8,Zinfandel,5.0,0.0,0.0,0.0
50426720,14.99,Mendoza,12.0,Malbec,4.0,3.5,3.5,3.5
47935479,9.99,"Alexander Valley, California",13.7,Cabernet Sauvignon,3.33,0.0,0.0,0.0
52707279,29.99,California,15.5,Zinfandel,4.8,5.0,5.0,5.0
81786255,29.99,"Paso Robles, California",14.5,Red Blend,0.0,0.0,0.0,0.0
86456250,22.99,"Paso Robles, California",15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
54254560,32.99,California,15.0,Red Blend,5.0,0.0,0.0,0.0
47841918,8.99,Midwestern United States,13.3,Red Blend,0.0,0.0,0.0,0.0
81894239,16.99,California,15.0,Red Blend,0.0,0.0,0.0,0.0
81786054,19.99,"Monterey, California",14.0,Pinot Noir,0.0,0.0,0.0,0.0
80223172,10.99,Midwestern United States,11.0,Red Blend,5.0,5.0,5.0,5.0
47129445,21.99,"Alexander Valley, California",12.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47133261,8.99,Great Lakes,12.5,Red Blend,5.0,0.0,0.0,0.0
47133012,16.99,California,12.0,Pinot Noir,0.0,0.0,0.0,0.0
54280023,84.99,"Napa Valley, California",15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
87573549,14.99,California,14.0,Pinot Noir,5.0,5.0,5.0,5.0
81581732,69.99,"Paso Robles, California",15.0,Red Blend,0.0,0.0,0.0,0.0
47135910,32.99,"Napa Valley, California",14.8,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47134341,16.99,Oregon,13.0,Pinot Noir,4.56,5.0,5.0,5.0
81322766,11.99,California,14.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47133882,8.99,Mendoza,13.5,Malbec,5.0,5.0,5.0,5.0
81642298,18.99,"Paso Robles, California",15.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
80205302,8.99,United States,12.0,Muscadine,4.58,5.0,5.0,5.0
47132529,7.99,Midwestern United States,13.0,Red Blend,5.0,5.0,5.0,5.0
50476611,14.99,"Paso Robles, California",14.5,Red Blend,5.0,0.0,0.0,0.0
79182386,16.99,"Sonoma, California",14.5,Red Blend,0.0,0.0,0.0,0.0
51771542,16.99,Italy,14.5,Red Blend,5.0,0.0,0.0,0.0
81826928,23.99,"Willamette Valley, Oregon",14.0,Pinot Noir,0.0,0.0,0.0,0.0
14777972,14.99,California,13.9,Cabernet Sauvignon,5.0,5.0,5.0,5.0
51771541,16.99,Spain,14.5,Red Blend,3.67,5.0,5.0,5.0
82018230,15.99,Oregon,13.0,Pinot Noir,5.0,5.0,5.0,5.0
81642296,17.99,California,14.0,Pinot Noir,0.0,0.0,0.0,0.0
47129471,6.99,Midwestern United States,10.0,Red Blend,5.0,0.0,0.0,0.0
51759424,23.99,"Napa Valley, California",14.2,Merlot,4.67,0.0,0.0,0.0
47133270,9.99,California,13.5,Cabernet Sauvignon,4.86,0.0,0.0,0.0
13403807,19.99,California,14.5,Pinot Noir,4.48,0.0,0.0,0.0
51752181,10.99,Mendoza,13.5,Malbec,0.0,0.0,0.0,0.0
47134358,8.99,Rhone Valley,13.5,Red Blend,5.0,5.0,5.0,5.0
81826931,21.99,"Russian River Valley, California",14.5,Pinot Noir,5.0,0.0,0.0,0.0
47134292,11.99,"Alexander Valley, California",13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
83478939,21.99,"Paso Robles, California",15.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
79347612,23.99,"Monterey, California",29.0,Pinot Noir,5.0,0.0,0.0,0.0
47133685,9.99,Mendoza,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
54217346,22.99,California,14.0,Cabernet Sauvignon,2.0,0.0,0.0,0.0
52525307,8.99,California,15.0,Red Blend,4.17,4.0,3.5,5.0
47982505,19.99,"Sonoma Coast, California",15.2,Zinfandel,4.67,4.67,5.0,4.67
47133544,12.99,Tuscany,13.0,Red Blend,0.0,0.0,0.0,0.0
47536395,79.99,"Napa Valley, California",14.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
17295368,14.99,Rhone Valley,14.0,Red Blend,0.0,0.0,0.0,0.0
83247272,19.99,"Russian River Valley, California",14.5,Pinot Noir,5.0,5.0,5.0,5.0
47536403,15.99,California,14.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
51986627,13.99,Midwestern United States,10.0,Fruit Varietal,0.0,0.0,0.0,0.0
79270595,13.99,"Willamette Valley, Oregon",13.0,Pinot Noir,0.0,0.0,0.0,0.0
81826936,7.99,Chile,12.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
86459252,19.99,"Central Coast, California",14.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
50392881,10.99,California,13.5,Pinot Noir,3.92,3.71,3.86,3.4
51760782,8.99,California,13.5,Pinot Noir,4.67,0.0,0.0,0.0
47132840,12.99,"Columbia Valley, Washington",13.7,Cabernet Sauvignon,4.0,0.0,0.0,0.0
47133272,14.99,California,13.0,Pinot Noir,5.0,0.0,0.0,0.0
53115302,13.99,"La Rioja, Spain",14.0,Grenache,4.75,0.0,0.0,0.0
52646879,11.99,France,12.0,Pinot Noir,0.0,0.0,0.0,0.0
47135998,24.99,Chianti,13.5,Chianti,5.0,0.0,0.0,0.0
47135941,35.99,California,15.0,Cabernet Sauvignon,4.49,0.0,0.0,0.0
47134346,6.99,Oregon,13.0,Pinot Noir,0.0,0.0,0.0,0.0
16343365,16.99,California,13.6,Cabernet Sauvignon,5.0,0.0,0.0,0.0
82018196,23.99,"Sonoma, California",14.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47134278,11.99,South West France,13.5,Red Blend,3.67,5.0,5.0,4.5
52557286,14.99,California,14.5,Cabernet Sauvignon,4.94,0.0,0.0,0.0
50428325,9.99,France,13.0,Pinot Noir,4.0,3.0,5.0,5.0
86459247,19.99,"Napa, California",13.0,Cabernet Sauvignon,5.0,5.0,5.0,5.0
81594011,14.99,"Lodi, California",15.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
81581839,12.99,Chile,14.1,Pinot Noir,0.0,0.0,0.0,0.0
47134818,11.99,Southwestern United States,13.0,Red Blend,5.0,5.0,5.0,5.0
47537022,9.99,California,18.0,Red Blend,4.0,0.0,0.0,0.0
51759396,19.99,"Alexander Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51744476,14.99,"Sonoma, California",13.5,Pinot Noir,2.0,2.0,3.0,2.0
81902434,9.99,California,8.0,Pinot Noir,5.0,0.0,0.0,0.0
47136032,6.99,East Coast United States,11.0,Red Blend,4.3,4.0,4.0,4.0
50294808,13.99,"Columbia Valley, Washington",12.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
14766381,12.99,Australia,14.5,Syrah/Shiraz,0.0,0.0,0.0,0.0
52646877,15.99,California,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
52051074,9.99,"Columbia Valley, Washington",14.54,Red Blend,5.0,0.0,0.0,0.0
47133003,32.99,"Napa Valley, California",14.5,Merlot,0.0,0.0,0.0,0.0
13359280,9.99,California,13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47131873,15.99,"Lodi, California",12.0,Petit Syrah,4.76,0.0,0.0,0.0
81594008,11.99,"Columbia Valley, Washington",14.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52702526,10.99,California,13.8,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47134273,13.99,California,14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134869,19.99,California,14.5,Red Blend,2.5,2.5,2.5,3.5
81581840,12.99,Chile,13.7,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47136016,9.99,Oregon,4.5,Pinot Noir,0.0,0.0,0.0,0.0
81785982,22.99,"Paso Robles, California",14.0,Cabernet Sauvignon,5.0,5.0,5.0,4.85
51770676,56.99,California,14.1,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47132838,6.99,Midwestern United States,12.0,Red Blend,5.0,0.0,0.0,0.0
47132871,7.99,East Coast United States,14.0,Red Blend,0.0,0.0,0.0,0.0
50648215,12.99,California,13.5,Pinot Noir,4.33,3.0,4.0,5.0
53586564,19.99,Midwestern United States,11.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
53213005,14.99,Chile,14.0,Cabernet Sauvignon,4.5,4.0,3.0,3.0
81786098,17.99,California,14.7,Cabernet Sauvignon,5.0,5.0,5.0,5.0
51494878,10.99,California,13.7,Red Blend,5.0,0.0,0.0,0.0
84720521,16.99,California,14.0,Red Blend,0.0,0.0,0.0,0.0
47911438,8.99,California,13.5,Red Blend,5.0,5.0,5.0,5.0
51774288,7.99,California,13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134198,20.99,"Oakville, California",14.9,Zinfandel,0.0,0.0,0.0,0.0
85333534,44.99,California,14.5,Pinot Noir,4.81,0.0,0.0,0.0
47134102,8.99,Chile,13.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
51774119,11.99,"Monterey, California",14.5,Pinot Noir,3.86,0.0,0.0,0.0
53956280,24.99,"Willamette Valley, Oregon",13.5,Pinot Noir,0.0,0.0,0.0,0.0
47982124,21.99,California,13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
81786056,31.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134283,15.99,"Livermore Valley, California",13.5,Merlot,0.0,0.0,0.0,0.0
47134853,16.99,California,14.1,Pinot Noir,0.0,0.0,0.0,0.0
47128414,12.99,"La Rioja, Spain",12.5,Tempranillo,4.35,0.0,0.0,0.0
53844094,17.99,California,14.5,Red Blend,4.75,4.0,4.0,4.0
53586467,14.99,Midwestern United States,11.5,Red Blend,5.0,5.0,5.0,5.0
53209682,15.99,"Lodi, California",14.5,Red Blend,0.0,0.0,0.0,0.0
13359374,13.99,"Paso Robles, California",13.5,Cabernet Sauvignon,5.0,,5.0,5.0
79319099,32.99,"Willamette Valley, Oregon",13.5,Pinot Noir,5.0,0.0,0.0,0.0
84729759,7.99,United States,13.0,Concord,0.0,0.0,0.0,0.0
81826935,33.99,"Napa Valley, California",15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
53207823,9.99,"Lodi, California",15.0,Red Blend,4.71,0.0,0.0,0.0
14767788,8.99,California,13.5,Malbec,4.67,5.0,5.0,5.0
48638123,44.99,"Los Carneros, California",14.6,Pinot Noir,0.0,0.0,0.0,0.0
47128510,10.99,Chile,14.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
14771473,5.99,California,0.0,Red Blend,3.0,2.5,3.0,3.5
47135089,11.99,Chile,13.5,Red Blend,0.0,0.0,0.0,0.0
83817153,19.99,"Sonoma, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
50272152,34.99,California,13.9,Pinot Noir,5.0,0.0,0.0,0.0
47129051,11.99,California,13.0,Merlot,0.0,0.0,0.0,0.0
83481371,14.99,"Lodi, California",15.0,Zinfandel,0.0,0.0,0.0,0.0
81581731,99.99,"Napa Valley, California",15.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
13245210,9.99,"Paso Robles, California",14.5,Red Blend,0.0,0.0,0.0,0.0
81867711,7.99,East Coast United States,10.0,Muscadine,0.0,0.0,0.0,0.0
47131872,27.99,California,14.2,Cabernet Sauvignon,0.0,0.0,0.0,0.0
14779062,10.99,Languedoc-Roussillon,14.5,Pinot Noir,0.0,0.0,0.0,0.0
83445414,14.99,California,13.5,Cabernet Sauvignon,4.48,0.0,0.0,0.0
83472447,15.99,California,14.0,Red Blend,0.0,0.0,0.0,0.0
78649465,15.99,"Sonoma, California",14.0,Pinot Noir,0.0,0.0,0.0,0.0
81786049,25.99,"Livermore Valley, California",14.0,Cabernet Sauvignon,5.0,0.0,0.0,0.0
81581737,15.99,California,15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51774201,29.99,"Sonoma, California",14.5,Cabernet Sauvignon,4.73,0.0,0.0,0.0
47131349,30.99,"Willamette Valley, Oregon",13.0,Pinot Noir,0.0,0.0,0.0,0.0
80279644,16.99,"Columbia Valley, Washington",13.5,Pinot Noir,0.0,0.0,0.0,0.0
81995443,19.99,"Lodi, California",15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52308990,9.99,California,13.5,Zinfandel,0.0,0.0,0.0,0.0
47129523,18.99,"Sonoma, California",14.5,Merlot,0.0,0.0,0.0,0.0
13359296,9.99,"Sonoma, California",13.5,Merlot,1.0,0.0,0.0,0.0
47130526,9.99,California,13.5,Merlot,4.0,0.0,0.0,0.0
14894019,10.99,California,13.5,Pinot Noir,5.0,0.0,0.0,0.0
85645750,14.99,United States,13.5,Pinot Noir,0.0,0.0,0.0,0.0
13359287,9.99,"Sonoma, California",13.5,Cabernet Sauvignon,4.5,4.0,4.0,4.0
82000922,26.99,"Napa Valley, California",15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52407354,19.99,East Coast United States,14.5,Syrah/Shiraz,0.0,0.0,0.0,0.0
48326779,11.99,East Coast United States,13.6,Cabernet Sauvignon,0.0,0.0,0.0,0.0
83613769,11.99,Italy,7.0,Red Blend,0.0,0.0,0.0,0.0
83445802,6.49,East Coast United States,14.0,Muscadine,0.0,0.0,0.0,0.0
47133531,4.99,United States,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
86459245,19.99,"Red Hills Lake County, California",14.3,Pinot Noir,0.0,0.0,0.0,0.0
47127633,16.99,East Coast United States,13.0,Red Blend,0.0,0.0,0.0,0.0
47132985,17.99,Italy,14.5,Red Blend,4.65,0.0,0.0,0.0
54211183,15.99,Mendoza,14.0,Malbec,5.0,5.0,5.0,5.0
81786057,18.99,"Los Carneros, California",14.5,Pinot Noir,0.0,0.0,0.0,0.0
84738800,19.99,California,15.0,Red Blend,0.0,0.0,0.0,0.0
14766326,9.99,"Paso Robles, California",14.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134689,4.99,Chile,13.5,Red Moscato,0.0,0.0,0.0,0.0
54254559,46.99,"Sonoma, California",15.0,Zinfandel,0.0,0.0,0.0,0.0
82002496,14.99,Great Lakes,12.5,Red Blend,0.0,0.0,0.0,0.0
14778686,13.49,California,13.5,Pinot Noir,0.0,0.0,0.0,0.0
50097278,17.99,Washington,13.5,Cabernet Sauvignon,5.0,5.0,4.0,4.0
47134330,14.99,"Paso Robles, California",14.1,Merlot,1.0,0.0,0.0,0.0
52642868,49.99,"Paso Robles, California",10.0,Red Blend,5.0,0.0,0.0,0.0
14895036,12.99,New Zealand,12.0,Pinot Noir,3.75,1.0,1.0,1.0
47132542,14.99,California,13.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
81583843,24.99,California,16.0,Pinot Noir,5.0,5.0,5.0,5.0
54509249,10.99,Southwestern United States,12.0,Red Blend,5.0,5.0,5.0,5.0
51986639,10.99,Midwestern United States,10.5,Red Blend,0.0,0.0,0.0,0.0
13359375,13.99,"Monterey, California",13.5,Pinot Noir,0.0,0.0,0.0,0.0
85636609,19.99,Oregon,13.5,Pinot Noir,0.0,0.0,0.0,0.0
81581733,54.99,"Willamette Valley, Oregon",14.0,Pinot Noir,0.0,0.0,0.0,0.0
50452027,55.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
80350889,8.99,California,13.5,Cabernet Sauvignon,4.26,4.67,4.67,4.33
81867712,7.99,East Coast United States,11.0,Muscadine,4.0,0.0,0.0,0.0
81785852,34.99,"Russian River Valley, California",14.0,Pinot Noir,0.0,0.0,0.0,0.0
83434710,56.99,"Alexander Valley, California",14.5,Red Blend,5.0,0.0,0.0,0.0
14913774,14.99,California,13.0,Cabernet Sauvignon,5.0,5.0,5.0,
53336053,37.99,"Sonoma, California",14.9,Red Blend,0.0,0.0,0.0,0.0
14766409,9.99,California,13.5,Red Blend,5.0,0.0,0.0,0.0
85376508,49.99,Washington,15.0,Red Blend,0.0,0.0,0.0,0.0
81642207,86.99,"Rutherford, California",14.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47130686,10.99,"Columbia Valley, Washington",14.5,Merlot,4.61,0.0,0.0,0.0
47131875,45.99,California,14.5,Cabernet Sauvignon,5.0,5.0,5.0,5.0
81786048,36.99,"Paso Robles, California",15.1,Cabernet Sauvignon,0.0,0.0,0.0,0.0
49090513,24.99,Australia,14.5,Syrah/Shiraz,0.0,0.0,0.0,0.0
80927859,12.99,Midwestern United States,13.0,Red Blend,0.0,0.0,0.0,0.0
81894165,25.99,United States,15.0,Red Blend,0.0,0.0,0.0,0.0
49090791,89.99,"Alexander Valley, California",13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51760796,8.99,California,13.5,Merlot,4.5,0.0,0.0,0.0
81826933,44.99,"Napa Valley, California",15.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
54659364,75.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47133067,7.99,"Central Coast, California",13.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
53207445,10.99,Australia,14.0,Syrah/Shiraz,0.0,0.0,0.0,0.0
47546546,18.99,"Alexander Valley, California",14.0,Cabernet Sauvignon,4.0,4.0,4.0,4.0
