country,points,price,province,region_1,region_2,variety,winery
US,89,25.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Byron
US,87,36.0,New York,North Fork of Long Island,Long Island,Cabernet Franc,Peconic Bay Winery
US,88,17.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Bellangelo
US,88,10.0,California,California,California Other,Cabernet Sauvignon,Beringer
US,92,44.0,California,Arroyo Grande Valley,Central Coast,Chardonnay,Talley
US,93,40.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Gloria Ferrer
US,90,35.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Redhawk
US,91,60.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
US,89,15.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Atwater
US,85,8.0,California,California,California Other,Pinot Grigio,Woodbridge by Robert Mondavi
US,91,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Elk Cove
US,89,42.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Iota Cellars
US,88,45.0,Washington,Columbia Valley (WA),Columbia Valley,Sparkling Blend,Noviello
US,90,40.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Thistle
US,91,18.0,California,Monterey,Central Coast,Albariño,Morgan
US,90,25.0,California,Santa Barbara County,Central Coast,Roussanne,Curtis
US,87,32.0,California,Carneros,Napa-Sonoma,Chardonnay,Barnett
US,89,35.0,California,Happy Canyon of Santa Barbara,Central Coast,Bordeaux-style Red Blend,Foxen 7200
US,87,35.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Stottle
US,92,88.0,California,Napa Valley,Napa,Red Blend,Castello di Amorosa
US,84,15.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Fox Run
US,87,60.0,California,Russian River Valley,Sonoma,Pinot Noir,Della
US,83,10.0,California,California,California Other,Merlot,Firestone
US,92,35.0,California,Oak Knoll District,Napa,Chardonnay,Trefethen
US,88,24.0,California,Sonoma County,Sonoma,Pinot Noir,Festival and Feast
US,90,55.0,California,Sonoma Coast,Sonoma,Pinot Noir,Lachini
US,87,24.0,California,Central Coast,Central Coast,Chardonnay,Deep Sea
US,86,22.0,California,Edna Valley,Central Coast,Syrah,Tolosa
US,82,13.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Emerson
US,90,45.0,California,Russian River Valley,Sonoma,Syrah-Tempranillo,Marimar Estate
US,87,14.0,California,Paso Robles,Central Coast,Rosé,Robert Hall
US,87,13.0,Washington,Washington,Washington Other,Blaufränkisch,Shooting Star
US,88,44.0,California,Russian River Valley,Sonoma,Chardonnay,Freeman
US,93,48.0,California,Napa Valley,Napa,Merlot,Shafer
US,90,40.0,New York,Finger Lakes,Finger Lakes,Riesling,Bloomer Creek
US,87,30.0,California,Russian River Valley,Sonoma,Chardonnay,The Gardener
US,86,13.0,New York,Finger Lakes,Finger Lakes,Riesling,Wagner
US,88,20.0,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,Dr. Konstantin Frank
US,85,40.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Peachy Canyon
US,86,29.0,California,Sonoma County,Sonoma,Zinfandel,Wilson
US,92,45.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Adelsheim
US,87,18.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Red Tail Ridge
US,89,35.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Adelaida
US,95,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Vinifera
US,91,38.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,William Church
US,94,95.0,Oregon,Eola-Amity Hills,Willamette Valley,Chardonnay,Bethel Heights
US,90,30.0,Washington,Red Mountain,Columbia Valley,Counoise,Tamarack Cellars
US,88,22.0,California,Napa Valley,Napa,Pinot Grigio,Benessere
US,88,35.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Joullian
US,83,20.0,California,Nevada County,Sierra Foothills,Sauvignon Blanc,Sierra Starr
US,94,59.0,California,Sonoma Coast,Sonoma,Pinot Noir,Sojourn
US,87,35.0,California,Sierra Foothills,Sierra Foothills,Syrah,Naggiar
US,86,39.0,California,Russian River Valley,Sonoma,Pinot Noir,Churchill Cellars
US,92,23.0,California,Sonoma Coast,Sonoma,Chardonnay,Sonoma-Cutrer
US,88,25.0,California,Lodi,Central Valley,Petit Verdot,Grands Amis Winery
US,93,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Patland
US,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Elevation Cellars
US,87,19.0,California,Carneros,Napa-Sonoma,Sauvignon Blanc,Tin Barn
US,92,48.0,California,Carneros,Napa-Sonoma,Pinot Noir,Mira
US,90,40.0,California,Russian River Valley,Sonoma,Pinot Noir,Sonoma-Loeb
US,86,34.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Coeur de Terre
US,90,50.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Pali
US,93,35.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Stoller
US,91,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Robledo
US,90,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Martin Woods
US,84,20.0,California,California,California Other,Sparkling Blend,Blanc de Bleu
US,90,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Chehalem
US,88,40.0,Washington,Yakima Valley,Columbia Valley,Mourvèdre,Kestrel
US,88,40.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,William Church
US,95,65.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Terra Valentine
US,85,60.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Martin Ranch
US,93,65.0,California,Santa Ynez Valley,Central Coast,Syrah,Brave & Maiden
US,91,45.0,California,Rutherford,Napa,Zinfandel,Edizione Pennino
US,88,43.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Fullerton
US,92,39.0,California,Livermore Valley,Central Coast,Zinfandel,Occasio
US,88,20.0,California,Sonoma Valley,Sonoma,Merlot,St. Francis
US,90,30.0,California,Mt. Harlan,Central Coast,Viognier,Calera
US,93,65.0,California,Adelaida District,Central Coast,Bordeaux-style Red Blend,Daou
US,90,28.0,Washington,Yakima Valley,Columbia Valley,Rhône-style Red Blend,McCrea
US,84,24.0,California,Bennett Valley,Sonoma,Sémillon,Frostwatch
US,90,36.0,California,Sonoma Valley,Sonoma,Alicante Bouschet,Carlisle
US,84,30.0,Washington,Yakima Valley,Columbia Valley,Syrah,Northwest Totem Cellars
US,92,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Clif Family
US,88,30.0,California,Napa County,Napa,Cabernet Sauvignon,Girard
US,82,17.0,California,Russian River Valley,Sonoma,Pinot Meunier,River Road
US,86,20.0,Oregon,Oregon,Oregon Other,Red Blend,Maragas
US,85,30.0,California,Carneros,Napa-Sonoma,Chardonnay,Luke Donald
US,89,13.0,California,San Bernabe,Central Coast,Chardonnay,Noble Vines
US,81,10.0,California,California,California Other,Merlot,Glen Ellen
US,86,38.0,California,Sonoma Valley,Sonoma,Zinfandel,Haywood
US,86,25.0,Oregon,Umpqua Valley,Southern Oregon,Tempranillo,Sweet Cheeks
US,88,18.0,California,Napa Valley,Napa,Pinot Gris,Hendry
US,91,55.0,California,Sonoma Mountain,Sonoma,Pinot Noir,Aiken
US,90,28.0,California,Temecula Valley,South Coast,Chardonnay,Robert Renzoni
US,83,18.0,California,California,California Other,Cabernet Sauvignon,Dewitt
US,90,32.0,California,Sonoma Coast,Sonoma,Chardonnay,August Truth
US,91,90.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Domaine Serene
US,90,40.0,California,Carneros,Napa-Sonoma,Pinot Noir,August Briggs
US,89,30.0,Washington,Horse Heaven Hills,Columbia Valley,Chardonnay,Chateau Ste. Michelle
US,88,65.0,California,Oak Knoll District,Napa,Cabernet Sauvignon,Ideology
US,90,35.0,California,Knights Valley,Sonoma,Cabernet Sauvignon,Gehricke
US,88,15.0,California,Napa Valley,Napa,Sauvignon Blanc,Flint & Steel
US,90,20.0,California,Santa Barbara County,Central Coast,Chardonnay,Rancho Sisquoc
US,91,30.0,California,Arroyo Seco,Central Coast,Chardonnay,Joullian
US,90,24.0,New York,North Fork of Long Island,Long Island,Sauvignon Blanc,Paumanok
US,87,8.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,StoneCap
US,92,65.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Longboard
US,90,24.0,California,Sonoma Valley,Sonoma,Zinfandel,Kunde
US,94,28.0,Washington,Red Mountain,Columbia Valley,Syrah,Tamarack Cellars
US,93,22.0,California,Sonoma Coast,Sonoma,Sauvignon Blanc,Kenwood
US,85,15.0,California,Dry Creek Valley,Sonoma,Merlot,Pedroncelli
US,85,18.0,Washington,Washington,Washington Other,Chardonnay,Hedgeline
US,96,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
US,86,25.0,California,Carneros,Napa-Sonoma,Chardonnay,Gloria Ferrer
US,89,45.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dunham
US,90,19.0,California,Santa Barbara County,Central Coast,Bordeaux-style Red Blend,Kuyam
US,93,130.0,California,Napa Valley,Napa,Chardonnay,Jarvis
US,88,18.0,California,Napa Valley,Napa,Sauvignon Blanc,Markham
US,90,32.0,California,Russian River Valley,Sonoma,Albariño,Marimar Estate
US,90,55.0,California,Napa Valley,Napa,Chardonnay,Moone-Tsai
US,83,10.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Eliseo Silva
US,89,37.0,California,Napa Valley,Napa,Zinfandel,Frank Family
US,87,40.0,California,Santa Barbara County,Central Coast,Rhône-style Red Blend,Epiphany
US,86,21.0,California,Paso Robles,Central Coast,Grenache,Sextant
US,87,45.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Aje
US,88,16.0,California,Santa Barbara County,Central Coast,Chardonnay,Nielson by Byron
US,92,20.0,Washington,Wahluke Slope,Columbia Valley,Sangiovese,Casa Smith
US,89,22.0,California,El Dorado,Sierra Foothills,Zinfandel,Cedarville Vineyard
US,90,35.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Anthony Nappa
US,84,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Lucas Vineyards
US,81,26.0,California,Napa Valley,Napa,Red Blend,3 Spells
US,86,34.0,California,Santa Barbara County,Central Coast,Grenache,j.brix
US,83,20.0,California,Paso Robles,Central Coast,Red Blend,Graveyard
US,87,38.0,California,Russian River Valley,Sonoma,Sparkling Blend,J Vineyards & Winery
US,90,29.0,California,El Dorado,Sierra Foothills,Cabernet Sauvignon,Cedarville Vineyard
US,85,19.0,California,Sonoma County,Sonoma,Merlot,Benziger
US,85,50.0,California,Green Valley,Sonoma,Pinot Noir,Loring Wine Company
US,87,24.0,California,Sonoma Coast,Sonoma,Pinot Noir,William Knuttel
US,86,30.0,New York,North Fork of Long Island,Long Island,Chardonnay,Sherwood House Vineyards
US,92,42.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Sineann
US,89,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Flying Dreams
US,87,13.0,Oregon,Oregon,Oregon Other,Pinot Blanc,A to Z
US,90,45.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Willful
US,85,60.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
US,89,30.0,Washington,Columbia Valley (WA),Columbia Valley,Sangiovese,Forgeron
US,84,13.0,California,North Coast,North Coast,Cabernet Sauvignon,Cartlidge & Browne
US,89,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Red Newt Cellars
US,88,22.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Damiani
US,91,25.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sangiovese,Foundry Vineyards
US,87,9.0,Washington,Columbia Valley (WA),Columbia Valley,Pinot Grigio,Hogue
US,87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Sangiovese,Wind Rose
US,91,25.0,California,Napa Valley,Napa,Semillon-Sauvignon Blanc,Volker Eisele Family Estate
US,89,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Alysian
US,87,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Des Voigne Cellars
US,90,28.0,California,Monterey County,Central Coast,Grenache,Moxy
US,90,75.0,California,St. Helena,Napa,Cabernet Sauvignon,Benessere
US,88,15.0,California,California,California Other,Chardonnay,Popcorn
US,92,55.0,California,Napa Valley,Napa,Merlot,La Jota Vineyard
US,92,62.0,California,Central Coast,Central Coast,Cabernet Sauvignon,Brecon Estate
US,86,12.0,Washington,Yakima Valley,Columbia Valley,Red Blend,Chandler Reach
US,87,12.0,Oregon,Oregon,Oregon Other,Pinot Gris,Acrobat
US,92,38.0,California,Central Coast,Central Coast,Garnacha,Bodega de Edgar
US,86,42.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,D'Argenzio
US,80,14.0,Oregon,Oregon,Oregon Other,Pinot Noir,Amity
US,86,32.0,California,Dry Creek Valley,Sonoma,Zinfandel,Wilson
US,86,16.0,California,Paso Robles,Central Coast,Zinfandel,Ancient Peaks
US,89,55.0,California,Sonoma County,Sonoma,Zinfandel,Beekeeper Cellars
US,92,35.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Barrister
US,89,30.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Guardian
US,87,14.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Chateau Ste. Michelle
US,84,25.0,California,Paso Robles,Central Coast,Red Blend,Minassian-Young
US,91,50.0,California,Green Valley,Sonoma,Pinot Noir,Dutton Estate
US,90,55.0,California,Santa Ynez Valley,Central Coast,Viognier,Rideau
US,90,24.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dashe Cellars
US,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Keuka Spring
US,87,54.0,California,Sonoma Coast,Sonoma,Pinot Noir,Testarossa
US,88,45.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Star Angel by Montes
US,87,30.0,Oregon,Columbia Valley (OR),Oregon Other,Primitivo,Pheasant Valley Winery
US,92,59.0,Washington,Washington,Washington Other,Cabernet Sauvignon,Woodward Canyon
US,91,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Willful
US,88,55.0,California,Napa Valley,Napa,Cabernet Sauvignon,Antica
US,85,20.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Dutton Estate
US,92,49.0,California,Sonoma Coast,Sonoma,Pinot Noir,Williams Selyem
US,85,18.0,California,California,California Other,Merlot,The Naked Grape
US,91,40.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Soléna
US,85,16.0,California,Lodi,Central Valley,Zinfandel,Seven Deadly Zins
US,95,105.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Cayuse
US,82,28.0,California,Sonoma Valley,Sonoma,Chardonnay,Haywood
US,89,28.0,Washington,Yakima Valley,Columbia Valley,Chardonnay,Sleight of Hand
US,85,16.0,Washington,Washington,Washington Other,Syrah,Boomtown
US,88,38.0,California,Russian River Valley,Sonoma,Pinot Noir,Migration
US,91,20.0,Washington,Horse Heaven Hills,Columbia Valley,Petite Sirah,Thurston Wolfe
US,88,55.0,Washington,Yakima Valley,Columbia Valley,Riesling,Pacific Rim
US,88,93.0,California,California,California Other,Red Blend,Sunstone
US,85,18.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Chateau Ste. Michelle
US,87,20.0,Washington,Walla Walla Valley (WA),Columbia Valley,Marsanne,Tertulia
US,84,15.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Canoe Ridge
US,86,30.0,California,Solano County,North Coast,Syrah,Putah Creek
US,86,9.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Barnard Griffin
US,82,29.0,California,Paso Robles,Central Coast,Red Blend,River Star
US,88,30.0,California,South Coast,South Coast,Red Blend,Carter Estate
US,86,14.0,California,Central Coast,Central Coast,Cabernet Sauvignon,Cupcake
US,93,70.0,California,Sonoma Coast,Sonoma,Pinot Noir,Patz & Hall
US,88,17.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Chateau Ste. Michelle
US,91,55.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Aubichon Cellars
US,94,95.0,California,Santa Cruz Mountains,Central Coast,Bordeaux-style Red Blend,Lexington
US,92,45.0,California,Howell Mountain,Napa,Zinfandel,Summit Lake
US,93,500.0,California,Rutherford,Napa,Cabernet Sauvignon,Hewitt
US,86,35.0,Washington,Walla Walla Valley (WA),Columbia Valley,Tempranillo,Tertulia
US,85,18.0,California,Napa Valley,Napa,Grenache Blanc,Somerston
US,87,33.0,California,Napa Valley,Napa,Pinot Gris,Mendelson
US,94,40.0,California,Sonoma Coast,Sonoma,Chardonnay,Fort Ross
US,86,160.0,California,Napa Valley,Napa,Cabernet Sauvignon,Summers
US,93,32.0,California,Paso Robles,Central Coast,Red Blend,Derby
US,91,30.0,California,Napa Valley,Napa,Sauvignon Blanc,Little Giant
US,91,23.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Harmony Cellars
US,90,26.0,California,Carneros,Napa-Sonoma,White Blend,Paro
US,87,55.0,California,Russian River Valley,Sonoma,Chardonnay,Landmark
US,83,24.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Tangley Oaks
US,85,15.0,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,White Springs
US,95,55.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Tantara
US,85,55.0,California,California,California Other,Red Blend,Keating
US,88,18.0,California,Napa Valley,Napa,Sauvignon Blanc,Voss
US,90,20.0,California,Paso Robles,Central Coast,Zinfandel,Maddalena
US,96,45.0,Washington,Snipes Mountain,Columbia Valley,Rhône-style Red Blend,Maison Bleue
US,87,52.0,California,Sonoma Coast,Sonoma,Pinot Noir,Keller Estate
US,84,6.0,California,California,California Other,Sauvignon Blanc,Woodbridge
US,92,54.0,California,Napa Valley,Napa,Red Blend,Blackbird Vineyards
US,87,24.0,Washington,Columbia Valley (WA),Columbia Valley,Zinfandel,Animale
US,93,115.0,California,Russian River Valley,Sonoma,Sparkling Blend,J Vineyards & Winery
US,92,60.0,California,Adelaida District,Central Coast,Rhône-style Red Blend,The Farm Winery
US,94,25.0,California,Sonoma Coast,Sonoma,Gewürztraminer,Gundlach Bundschu
US,91,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Bernardus
US,85,25.0,Washington,Columbia Valley (WA),Columbia Valley,Barbera,Ryan Patrick
US,89,45.0,Washington,Yakima Valley,Columbia Valley,Syrah,Doyenne
US,89,18.0,Washington,Yakima Valley,Columbia Valley,Red Blend,Kana
US,87,40.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Hidden Ridge
US,86,18.0,New York,Finger Lakes,Finger Lakes,Riesling,McGregor
US,87,25.0,California,Paso Robles,Central Coast,Zinfandel,J. Lohr
US,88,20.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Cascade Ridge
US,90,38.0,California,Napa County,Napa,Chardonnay,Spicy Vines
US,90,18.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Lemelson
US,87,23.0,Washington,Columbia Valley (WA),Columbia Valley,Barbera,Patterson
US,83,45.0,California,Napa Valley,Napa,Shiraz,Grizzly Republic
US,87,26.0,California,Dry Creek Valley,Sonoma,Counoise,Frick
US,90,90.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sequoia Grove
US,87,40.0,California,Livermore Valley,Central Coast,Petit Verdot,Murrieta's Well
US,89,24.0,California,Napa Valley,Napa,Zinfandel,Girard
US,91,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Adelsheim
US,91,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,àMaurice
US,91,28.0,California,Napa Valley,Napa,Chardonnay,Hindsight
US,86,24.0,California,Paso Robles,Central Coast,Rosé,Proulx
US,90,48.0,Washington,Columbia Valley (WA),Columbia Valley,Petit Verdot,Sineann
US,90,28.0,California,Paso Robles Willow Creek District,Central Coast,Viognier,Four Lanterns
US,91,60.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Black Ridge
US,94,70.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
US,90,26.0,California,Sonoma County,Sonoma,Chardonnay,Geyser Peak
US,92,75.0,California,Sonoma Coast,Sonoma,Chardonnay,Joseph Phelps
US,80,36.0,California,Central Coast,Central Coast,Chardonnay,Jack Creek
US,85,15.0,California,Sonoma County,Sonoma,Zinfandel,Kenwood
US,91,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Northstar
US,91,15.0,Washington,Yakima Valley,Columbia Valley,Riesling,Mercer
US,91,45.0,Washington,Red Mountain,Columbia Valley,Mourvèdre,Syncline
US,96,450.0,California,Sonoma County,Sonoma,Bordeaux-style Red Blend,Verité
US,92,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Spring Valley Vineyard
US,88,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Andrew Rich
US,87,30.0,California,Rutherford,Napa,Merlot,Trinchero
US,92,20.0,California,Santa Ynez Valley,Central Coast,Rhône-style White Blend,Zaca Mesa
US,86,30.0,Washington,Ancient Lakes,Columbia Valley,Cabernet Sauvignon,Jones of Washington
US,92,25.0,California,Santa Ynez Valley,Central Coast,Semillon-Sauvignon Blanc,Brander
US,86,32.0,California,Santa Lucia Highlands,Central Coast,G-S-M,Hahn
US,96,64.0,Washington,Red Mountain,Columbia Valley,Red Blend,Andrew Will
US,87,35.0,California,Santa Barbara County,Central Coast,Syrah,Brander
US,91,29.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Flying Trout
US,91,18.0,California,Dry Creek Valley,Sonoma,Sauvignon Blanc,Dry Creek Vineyard
US,91,40.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Va Piano
US,84,35.0,Washington,Horse Heaven Hills,Columbia Valley,Pinot Noir,Almquist
US,86,22.0,New York,"The Hamptons, Long Island",Long Island,Trebbiano,Wölffer
US,91,40.0,Washington,Red Mountain,Columbia Valley,Rhône-style Red Blend,Kiona
US,83,34.0,California,York Mountain,Central Coast,Cabernet Sauvignon,Calcareous
US,91,34.0,California,Santa Barbara County,Central Coast,Syrah,Rendarrio Vineyards
US,92,26.0,California,Santa Maria Valley,Central Coast,Chardonnay,Byron
US,86,22.0,California,Napa Valley,Napa,Bordeaux-style White Blend,Pure Cru
US,85,48.0,California,Knights Valley,Sonoma,Bordeaux-style Red Blend,Ehret
US,89,18.0,Oregon,Oregon,Oregon Other,Tempranillo,Oregon Territory
US,84,10.0,California,California,California Other,Pinot Grigio,Big House
US,91,35.0,California,Santa Maria Valley,Central Coast,Nebbiolo,Clendenen
US,88,22.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Chatter Creek
US,89,32.0,California,Napa Valley,Napa,Meritage,Raymond
US,94,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Saviah
US,88,27.0,California,Paso Robles,Central Coast,Red Blend,Four Sisters Ranch
US,85,16.0,Washington,Columbia Valley (WA),Columbia Valley,Gewürztraminer,RiverAerie
US,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Lucas Vineyards
US,91,28.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Sarah's Vineyard
US,88,29.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Cherry Hill
US,87,16.0,California,Sierra Foothills,Sierra Foothills,Red Blend,Irwin Family Vineyards
US,88,25.0,California,Sonoma Coast,Sonoma,Chardonnay,Amici
US,90,45.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Barons
US,91,30.0,California,Russian River Valley,Sonoma,Chardonnay,J Vineyards & Winery
US,87,12.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Standing Stone
US,86,30.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Magistrate
US,90,28.0,Oregon,Applegate Valley,Southern Oregon,Zinfandel,Troon
US,86,30.0,California,Napa Valley,Napa,Sauvignon Blanc,Duckhorn
US,92,50.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Domaine Divio
US,90,30.0,California,Carneros,Napa-Sonoma,Chardonnay,Truchard
US,93,60.0,California,Russian River Valley,Sonoma,Chardonnay,Chasseur
US,86,20.0,California,Monterey,Central Coast,Chardonnay,Cinnabar
US,94,60.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
US,87,14.0,New York,New York,New York Other,Riesling,Heron Hill
US,89,19.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,McIntyre Vineyards
US,85,35.0,California,Santa Barbara County,Central Coast,Pinot Noir,Summerland
US,92,25.0,California,Adelaida District,Central Coast,Pinot Noir,Adelaida
US,87,21.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Three Rivers
US,90,20.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Mercer
US,93,38.0,California,Dry Creek Valley,Sonoma,Zinfandel,Seghesio
US,87,20.0,California,Monterey,Central Coast,Pinot Gris,La Crema
US,95,45.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Roar
US,92,45.0,California,Russian River Valley,Sonoma,Syrah,Longboard
US,87,35.0,California,Paicines,Central Coast,Cabernet Sauvignon,Donati
US,84,13.0,California,Russian River Valley,Sonoma,Pinot Noir,Bogle
US,88,26.0,California,Lodi,Central Valley,Riesling,Meadowcroft
US,83,10.0,New York,Finger Lakes,Finger Lakes,Rosé,Chateau Lafayette Reneau
US,87,27.0,California,Lodi,Central Valley,Charbono,Paskett
US,84,14.0,Oregon,Oregon,Oregon Other,Chardonnay,Wine by Joe
US,86,12.0,California,California,California Other,Moscato,Rose 'N' Blum
US,89,25.0,California,Sierra Foothills,Sierra Foothills,Rhône-style White Blend,Terre Rouge
US,86,23.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Rooster Hill
US,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Canoe Ridge
US,88,36.0,California,Livermore Valley,Central Coast,Syrah,Page Mill Winery
US,95,44.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,91,38.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Morgan
US,92,42.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Clos de la Tech
US,90,27.0,California,El Dorado,Sierra Foothills,Petite Sirah,Cedarville Vineyard
US,92,42.0,California,Dry Creek Valley,Sonoma,Zinfandel,Quivira
US,87,55.0,California,Napa Valley,Napa,Port,Prager
US,89,20.0,Washington,Columbia Gorge (WA),Washington Other,Grüner Veltliner,Syncline
US,94,48.0,California,Russian River Valley,Sonoma,Chardonnay,Parallel
US,89,22.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
US,88,30.0,California,Paso Robles,Central Coast,Viognier,Ranchero Cellars
US,91,34.0,Washington,Wahluke Slope,Columbia Valley,Tempranillo,Kerloo
US,88,35.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Ded.Reckoning
US,93,49.0,California,Mount Veeder,Napa,Cabernet Sauvignon,V. Sattui
US,93,55.0,California,Santa Maria Valley,Central Coast,Chardonnay,Migration
US,90,35.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Franc,Columbia Winery
US,89,50.0,California,Napa Valley,Napa,Scheurebe,Joseph Phelps
US,87,35.0,California,Carmel Valley,Central Coast,Syrah,Joullian
